miRNA	Gene		context_score	weighted_score
mmu-miR-181b-5p	ENSG00000184602	SNN	0.29	0.29
mmu-miR-181b-5p	ENSG00000184845	DRD1	0.192	0.192
mmu-miR-181b-5p	ENSG00000184995	IFNE	0.123	0.035
mmu-miR-181b-5p	ENSG00000185008	ROBO2	0.092	0.092
mmu-miR-181b-5p	ENSG00000185104	FAF1	0.02	0.001
mmu-miR-181b-5p	ENSG00000185630	PBX1	0.105	0
mmu-miR-181b-5p	ENSG00000185650	ZFP36L1	0.42	0.296
mmu-miR-181b-5p	ENSG00000185651	UBE2L3	0.231	0.054
mmu-miR-181b-5p	ENSG00000185658	BRWD1	0.03	0.015
mmu-miR-181b-5p	ENSG00000185697	MYBL1	0.133	0.133
mmu-miR-181b-5p	ENSG00000185722	ANKFY1	0.133	0
mmu-miR-181b-5p	ENSG00000185728	YTHDF3	0.045	0.033
mmu-miR-181b-5p	ENSG00000185760	KCNQ5	0.03	0.03
mmu-miR-181b-5p	ENSG00000185950	IRS2	0.173	0.173
mmu-miR-181b-5p	ENSG00000186265	BTLA	0.069	0.069
mmu-miR-181b-5p	ENSG00000186416	NKRF	0.106	0.004
mmu-miR-181b-5p	ENSG00000186469	GNG2	0.097	0.064
mmu-miR-181b-5p	ENSG00000186591	UBE2H	0.11	0.104
mmu-miR-181b-5p	ENSG00000186716	BCR	0.088	0.088
mmu-miR-181b-5p	ENSG00000186834	HEXIM1	0.243	0.243
mmu-miR-181b-5p	ENSG00000186868	MAPT	0.054	0.054
mmu-miR-181b-5p	ENSG00000186951	PPARA	0.12	0.086
mmu-miR-181b-5p	ENSG00000187079	TEAD1	0.119	0.119
mmu-miR-181b-5p	ENSG00000187098	MITF	0.123	0.123
mmu-miR-181b-5p	ENSG00000187122	SLIT1	0.03	0.02
mmu-miR-181b-5p	ENSG00000187325	TAF9B	0.263	0.263
mmu-miR-181b-5p	ENSG00000187678	SPRY4	0.247	0.201
mmu-miR-181b-5p	ENSG00000187742	SECISBP2	0.18	0.018
mmu-miR-181b-5p	ENSG00000187772	LIN28B	0.172	0.172
mmu-miR-181b-5p	ENSG00000188177	ZC3H6	0.097	0.097
mmu-miR-181b-5p	ENSG00000188215	DCUN1D3	0.08	0.043
mmu-miR-181b-5p	ENSG00000188242	PP7080	0.617	0.334
mmu-miR-181b-5p	ENSG00000188385	JAKMIP3	0.13	0.13
mmu-miR-181b-5p	ENSG00000188580	NKAIN2	0.308	0.308
mmu-miR-181b-5p	ENSG00000188611	ASAH2	0.06	0.06
mmu-miR-181b-5p	ENSG00000188786	MTF1	0.02	0.02
mmu-miR-181b-5p	ENSG00000188848	BEND4	0.02	0.02
mmu-miR-181b-5p	ENSG00000189266	PNRC2	0.467	0.467
mmu-miR-181b-5p	ENSG00000189403	HMGB1	0.214	0.078
mmu-miR-181b-5p	ENSG00000196092	PAX5	0.192	0.192
mmu-miR-181b-5p	ENSG00000196233	LCOR	0.054	0.051
mmu-miR-181b-5p	ENSG00000196263	ZNF471	0.37	0.37
mmu-miR-181b-5p	ENSG00000196277	GRM7	0.16	0.16
mmu-miR-181b-5p	ENSG00000196357	ZNF565	0.407	0
mmu-miR-181b-5p	ENSG00000196428	TSC22D2	0.292	0.292
mmu-miR-181b-5p	ENSG00000196632	WNK3	0.01	0.01
mmu-miR-181b-5p	ENSG00000196715	VKORC1L1	0.02	0.009
mmu-miR-181b-5p	ENSG00000196776	CD47	0.044	0.017
mmu-miR-181b-5p	ENSG00000196935	SRGAP1	0.043	0.033
mmu-miR-181b-5p	ENSG00000196937	FAM3C	0.246	0.246
mmu-miR-181b-5p	ENSG00000197045	GMFB	0.155	0.051
mmu-miR-181b-5p	ENSG00000197343	ZNF655	0.199	0.199
mmu-miR-181b-5p	ENSG00000197381	ADARB1	0.15	0.01
mmu-miR-181b-5p	ENSG00000197555	SIPA1L1	0.152	0.002
mmu-miR-181b-5p	ENSG00000197557	TTC30A	0.098	0.025
mmu-miR-181b-5p	ENSG00000197586	ENTPD6	0.149	0.142
mmu-miR-181b-5p	ENSG00000197724	PHF2	0.115	0.115
mmu-miR-181b-5p	ENSG00000197746	PSAP	0.174	0.169
mmu-miR-181b-5p	ENSG00000197780	TAF13	0.179	0.176
mmu-miR-181b-5p	ENSG00000198010	DLGAP2	0.134	0.134
mmu-miR-181b-5p	ENSG00000198046	ZNF667	0.273	0.273
mmu-miR-181b-5p	ENSG00000198087	CD2AP	0.084	0.078
mmu-miR-181b-5p	ENSG00000198142	SOWAHC	0.13	0.111
mmu-miR-181b-5p	ENSG00000198286	CARD11	0.312	0
mmu-miR-181b-5p	ENSG00000198380	GFPT1	0.163	0.007
mmu-miR-181b-5p	ENSG00000198492	YTHDF2	0.173	0.173
mmu-miR-181b-5p	ENSG00000198561	CTNND1	0.045	0.045
mmu-miR-181b-5p	ENSG00000198586	TLK1	0.158	0.026
mmu-miR-181b-5p	ENSG00000198589	LRBA	0.246	0.246
mmu-miR-181b-5p	ENSG00000198597	ZNF536	0.185	0.185
mmu-miR-181b-5p	ENSG00000198604	BAZ1A	0.1	0.1
mmu-miR-181b-5p	ENSG00000198668	CALM1	0.11	0.11
mmu-miR-181b-5p	ENSG00000198673	TAFA2	0.163	0.103
mmu-miR-181b-5p	ENSG00000198689	SLC9A6	0.082	0.082
mmu-miR-181b-5p	ENSG00000198718	TOGARAM1	0.043	0.043
mmu-miR-181b-5p	ENSG00000198740	ZNF652	0.03	0
mmu-miR-181b-5p	ENSG00000198799	LRIG2	0.208	0.19
mmu-miR-181b-5p	ENSG00000198807	PAX9	0.165	0.039
mmu-miR-181b-5p	ENSG00000198846	TOX	0.192	0.192
mmu-miR-181b-5p	ENSG00000198909	MAP3K3	0.247	0.247
mmu-miR-181b-5p	ENSG00000198910	L1CAM	0.059	0.059
mmu-miR-181b-5p	ENSG00000198914	POU3F3	0.167	0.01
mmu-miR-181b-5p	ENSG00000198944	SOWAHA	0.297	0.297
mmu-miR-181b-5p	ENSG00000198948	MFAP3L	0.128	0.123
mmu-miR-181b-5p	ENSG00000198963	RORB	0.193	0.193
mmu-miR-181b-5p	ENSG00000203879	GDI1	0.101	0.101
mmu-miR-181b-5p	ENSG00000204116	CHIC1	0.154	0.154
mmu-miR-181b-5p	ENSG00000204147	ASAH2B	0.204	0
mmu-miR-181b-5p	ENSG00000204217	BMPR2	0.026	0.016
mmu-miR-181b-5p	ENSG00000204923	FBXO48	0.164	0.063
mmu-miR-181b-5p	ENSG00000204961	PCDHA9	0.132	0.132
mmu-miR-181b-5p	ENSG00000204962	PCDHA8	0.132	0.132
mmu-miR-181b-5p	ENSG00000204963	PCDHA7	0.133	0.133
mmu-miR-181b-5p	ENSG00000204965	PCDHA5	0.133	0.133
mmu-miR-181b-5p	ENSG00000204967	PCDHA4	0.132	0.132
mmu-miR-181b-5p	ENSG00000204969	PCDHA2	0.132	0.132
mmu-miR-181b-5p	ENSG00000204970	PCDHA1	0.132	0.132
mmu-miR-181b-5p	ENSG00000204977	TRIM13	0.02	0.001
mmu-miR-181b-5p	ENSG00000205726	ITSN1	0.242	0.226
mmu-miR-181b-5p	ENSG00000206557	TRIM71	0.122	0.122
mmu-miR-181b-5p	ENSG00000206561	COLQ	0.056	0.056
mmu-miR-181b-5p	ENSG00000211456	SACM1L	0.162	0.141
mmu-miR-181b-5p	ENSG00000213023	SYT3	0.094	0.094
mmu-miR-181b-5p	ENSG00000213639	PPP1CB	0.178	0.018
mmu-miR-181b-5p	ENSG00000213949	ITGA1	0.079	0.073
mmu-miR-181b-5p	ENSG00000214114	MYCBP	0.228	0.143
mmu-miR-181b-5p	ENSG00000214367	HAUS3	0.19	0.01
mmu-miR-181b-5p	ENSG00000215301	DDX3X	0.099	0
mmu-miR-181b-5p	ENSG00000215712	TMEM242	0.086	0.016
mmu-miR-181b-5p	ENSG00000221823	PPP3R1	0.23	0.093
mmu-miR-181b-5p	ENSG00000221890	NPTXR	0.206	0.206
mmu-miR-181b-5p	ENSG00000232810	TNF	0.33	0.33
mmu-miR-181b-5p	ENSG00000233863	#N/A	0.231	0.191
mmu-miR-181b-5p	ENSG00000239264	TXNDC5	0.247	0.247
mmu-miR-181b-5p	ENSG00000239389	PCDHA13	0.132	0.132
mmu-miR-181b-5p	ENSG00000239672	NME1	0.069	0.069
mmu-miR-181b-5p	ENSG00000241697	TMEFF1	0.121	0.121
mmu-miR-181b-5p	ENSG00000243232	PCDHAC2	0.127	0.127
mmu-miR-181b-5p	ENSG00000243444	#N/A	0.081	0.066
mmu-miR-181b-5p	ENSG00000248383	PCDHAC1	0.13	0.13
mmu-miR-181b-5p	ENSG00000249158	PCDHA11	0.132	0.132
mmu-miR-181b-5p	ENSG00000249459	ZNF286B	0.204	0.204
mmu-miR-181b-5p	ENSG00000249967	ENSG00000249967	0.031	0.031
mmu-miR-181b-5p	ENSG00000250120	PCDHA10	0.132	0.132
mmu-miR-181b-5p	ENSG00000250588	#N/A	0.201	0.201
mmu-miR-181b-5p	ENSG00000251349	MSANTD3-TMEFF1	0.124	0.124
mmu-miR-181b-5p	ENSG00000251664	PCDHA12	0.137	0.137
mmu-miR-181b-5p	ENSG00000254726	MEX3A	0.091	0.074
mmu-miR-181b-5p	ENSG00000255408	PCDHA3	0.133	0.133
mmu-miR-181b-5p	ENSG00000256269	HMBS	0.563	0.563
mmu-miR-181b-5p	ENSG00000257218	GATC	0.159	0.089
mmu-miR-181b-5p	ENSG00000258289	CHURC1	0.296	0.1
mmu-miR-181b-5p	ENSG00000260415	#N/A	0.207	0.207
mmu-miR-181b-5p	ENSG00000261115	TMEM178B	0.178	0.174
mmu-miR-181b-5p	ENSG00000264364	DYNLL2	0.128	0.024
mmu-miR-181b-5p	ENSG00000268146	#N/A	0.099	0.099
mmu-miR-181d-5p	ENSG00000004799	PDK4	0.02	0.02
mmu-miR-181d-5p	ENSG00000005073	HOXA11	0.425	0.425
mmu-miR-181d-5p	ENSG00000005810	MYCBP2	0.101	0.001
mmu-miR-181d-5p	ENSG00000005812	FBXL3	0.261	0.24
mmu-miR-181d-5p	ENSG00000005884	ITGA3	0.03	0.004
mmu-miR-181d-5p	ENSG00000006451	RALA	0.181	0.181
mmu-miR-181d-5p	ENSG00000006576	PHTF2	0.138	0.138
mmu-miR-181d-5p	ENSG00000007168	PAFAH1B1	0.192	0.081
mmu-miR-181d-5p	ENSG00000007237	GAS7	0.02	0.001
mmu-miR-181d-5p	ENSG00000007402	CACNA2D2	0.064	0.064
mmu-miR-181d-5p	ENSG00000008083	JARID2	0.08	0.08
mmu-miR-181d-5p	ENSG00000008294	SPAG9	0.092	0.054
mmu-miR-181d-5p	ENSG00000008300	CELSR3	0.092	0.092
mmu-miR-181d-5p	ENSG00000009335	UBE3C	0.087	0.01
mmu-miR-181d-5p	ENSG00000010244	ZNF207	0.108	0.09
mmu-miR-181d-5p	ENSG00000010610	CD4	0.167	0.167
mmu-miR-181d-5p	ENSG00000015171	ZMYND11	0.091	0.091
mmu-miR-181d-5p	ENSG00000018189	RUFY3	0.253	0.203
mmu-miR-181d-5p	ENSG00000019549	SNAI2	0.283	0.283
mmu-miR-181d-5p	ENSG00000019991	HGF	0.094	0.094
mmu-miR-181d-5p	ENSG00000022355	GABRA1	0.195	0.195
mmu-miR-181d-5p	ENSG00000028839	TBPL1	0.228	0.198
mmu-miR-181d-5p	ENSG00000029363	BCLAF1	0.181	0.181
mmu-miR-181d-5p	ENSG00000029534	ANK1	0.03	0.03
mmu-miR-181d-5p	ENSG00000031003	FAM13B	0.186	0.154
mmu-miR-181d-5p	ENSG00000033800	PIAS1	0.051	0.007
mmu-miR-181d-5p	ENSG00000035681	NSMAF	0.075	0.075
mmu-miR-181d-5p	ENSG00000036257	CUL3	0.197	0.196
mmu-miR-181d-5p	ENSG00000036549	ZZZ3	0.038	0.038
mmu-miR-181d-5p	ENSG00000037965	HOXC8	0.191	0.191
mmu-miR-181d-5p	ENSG00000038210	PI4K2B	0.449	0.444
mmu-miR-181d-5p	ENSG00000038427	VCAN	0.189	0.187
mmu-miR-181d-5p	ENSG00000043093	DCUN1D1	0.186	0.186
mmu-miR-181d-5p	ENSG00000043143	JADE2	0.063	0.043
mmu-miR-181d-5p	ENSG00000043355	ZIC2	0.196	0.196
mmu-miR-181d-5p	ENSG00000044574	HSPA5	0.231	0.231
mmu-miR-181d-5p	ENSG00000047056	WDR37	0.148	0.101
mmu-miR-181d-5p	ENSG00000047188	YTHDC2	0.289	0.127
mmu-miR-181d-5p	ENSG00000048405	ZNF800	0.325	0.321
mmu-miR-181d-5p	ENSG00000048540	LMO3	0.263	0.263
mmu-miR-181d-5p	ENSG00000048649	RSF1	0.03	0.029
mmu-miR-181d-5p	ENSG00000049130	KITLG	0.02	0.019
mmu-miR-181d-5p	ENSG00000049540	ELN	0.05	0.05
mmu-miR-181d-5p	ENSG00000050030	NEXMIF	0.187	0.187
mmu-miR-181d-5p	ENSG00000051009	FHIP1B	0.286	0.286
mmu-miR-181d-5p	ENSG00000052795	FNIP2	0.076	0.047
mmu-miR-181d-5p	ENSG00000055609	KMT2C	0.072	0.072
mmu-miR-181d-5p	ENSG00000055813	CCDC85A	0.093	0.093
mmu-miR-181d-5p	ENSG00000057019	DCBLD2	0.103	0.075
mmu-miR-181d-5p	ENSG00000059145	UNKL	0.211	0.017
mmu-miR-181d-5p	ENSG00000059758	CDK17	0.105	0.102
mmu-miR-181d-5p	ENSG00000059804	SLC2A3	0.344	0.344
mmu-miR-181d-5p	ENSG00000060237	WNK1	0.139	0.008
mmu-miR-181d-5p	ENSG00000060339	CCAR1	0.284	0.274
mmu-miR-181d-5p	ENSG00000060749	QSER1	0.033	0.03
mmu-miR-181d-5p	ENSG00000062194	GPBP1	0.286	0.12
mmu-miR-181d-5p	ENSG00000064309	CDON	0.191	0.191
mmu-miR-181d-5p	ENSG00000064393	HIPK2	0.068	0.068
mmu-miR-181d-5p	ENSG00000065150	IPO5	0.049	0.046
mmu-miR-181d-5p	ENSG00000065243	PKN2	0.139	0.138
mmu-miR-181d-5p	ENSG00000065413	ANKRD44	0.062	0.058
mmu-miR-181d-5p	ENSG00000065534	MYLK	0.02	0.001
mmu-miR-181d-5p	ENSG00000065882	TBC1D1	0.154	0.075
mmu-miR-181d-5p	ENSG00000066084	DIP2B	0.124	0.119
mmu-miR-181d-5p	ENSG00000066697	MSANTD3	0.246	0.173
mmu-miR-181d-5p	ENSG00000067082	KLF6	0.319	0.319
mmu-miR-181d-5p	ENSG00000068028	RASSF1	0.39	0.39
mmu-miR-181d-5p	ENSG00000068078	FGFR3	0.183	0.183
mmu-miR-181d-5p	ENSG00000068305	MEF2A	0.116	0.071
mmu-miR-181d-5p	ENSG00000068383	INPP5A	0.12	0.12
mmu-miR-181d-5p	ENSG00000068650	ATP11A	0.02	0.019
mmu-miR-181d-5p	ENSG00000069275	NUCKS1	0.244	0.069
mmu-miR-181d-5p	ENSG00000069667	RORA	0.056	0.048
mmu-miR-181d-5p	ENSG00000069702	TGFBR3	0.099	0.099
mmu-miR-181d-5p	ENSG00000070159	PTPN3	0.03	0.03
mmu-miR-181d-5p	ENSG00000070882	OSBPL3	0.378	0.378
mmu-miR-181d-5p	ENSG00000070961	ATP2B1	0.174	0.174
mmu-miR-181d-5p	ENSG00000071054	MAP4K4	0.12	0.049
mmu-miR-181d-5p	ENSG00000071537	SEL1L	0.02	0.02
mmu-miR-181d-5p	ENSG00000072133	RPS6KA6	0.153	0.148
mmu-miR-181d-5p	ENSG00000072415	PALS1	0.284	0.105
mmu-miR-181d-5p	ENSG00000072786	STK10	0.216	0.021
mmu-miR-181d-5p	ENSG00000072849	DERL2	0.175	0.129
mmu-miR-181d-5p	ENSG00000073670	ADAM11	0.185	0.185
mmu-miR-181d-5p	ENSG00000073792	IGF2BP2	0.175	0.175
mmu-miR-181d-5p	ENSG00000073921	PICALM	0.119	0.118
mmu-miR-181d-5p	ENSG00000074054	CLASP1	0.129	0.129
mmu-miR-181d-5p	ENSG00000074266	EED	0.127	0.003
mmu-miR-181d-5p	ENSG00000075035	WSCD2	0.031	0.031
mmu-miR-181d-5p	ENSG00000075539	FRYL	0.03	0.017
mmu-miR-181d-5p	ENSG00000076108	BAZ2A	0.02	0.019
mmu-miR-181d-5p	ENSG00000077147	TM9SF3	0.154	0.13
mmu-miR-181d-5p	ENSG00000077157	PPP1R12B	0.03	0.03
mmu-miR-181d-5p	ENSG00000077254	USP33	0.215	0.215
mmu-miR-181d-5p	ENSG00000078124	ACER3	0.206	0.194
mmu-miR-181d-5p	ENSG00000078699	CBFA2T2	0.036	0.022
mmu-miR-181d-5p	ENSG00000079308	TNS1	0.126	0.126
mmu-miR-181d-5p	ENSG00000079387	SENP1	0.146	0.093
mmu-miR-181d-5p	ENSG00000080200	CRYBG3	0.192	0.192
mmu-miR-181d-5p	ENSG00000080298	RFX3	0.046	0.033
mmu-miR-181d-5p	ENSG00000081154	PCNP	0.212	0.183
mmu-miR-181d-5p	ENSG00000081842	PCDHA6	0.132	0.132
mmu-miR-181d-5p	ENSG00000081923	ATP8B1	0.157	0.131
mmu-miR-181d-5p	ENSG00000082497	SERTAD4	0.15	0.15
mmu-miR-181d-5p	ENSG00000083067	TRPM3	0.031	0.031
mmu-miR-181d-5p	ENSG00000083312	TNPO1	0.098	0.061
mmu-miR-181d-5p	ENSG00000083896	YTHDC1	0.241	0.173
mmu-miR-181d-5p	ENSG00000084234	APLP2	0.145	0.02
mmu-miR-181d-5p	ENSG00000084636	COL16A1	0.307	0.213
mmu-miR-181d-5p	ENSG00000085831	TTC39A	0.263	0.166
mmu-miR-181d-5p	ENSG00000086062	B4GALT1	0.2	0.198
mmu-miR-181d-5p	ENSG00000086589	RBM22	0.154	0.154
mmu-miR-181d-5p	ENSG00000086666	ZFAND6	0.305	0.305
mmu-miR-181d-5p	ENSG00000087095	NLK	0.131	0.016
mmu-miR-181d-5p	ENSG00000087258	GNAO1	0.147	0.147
mmu-miR-181d-5p	ENSG00000087448	KLHL42	0.232	0.225
mmu-miR-181d-5p	ENSG00000087903	RFX2	0.122	0.004
mmu-miR-181d-5p	ENSG00000088179	PTPN4	0.087	0.041
mmu-miR-181d-5p	ENSG00000088832	FKBP1A	0.11	0.11
mmu-miR-181d-5p	ENSG00000089902	RCOR1	0.153	0.117
mmu-miR-181d-5p	ENSG00000090061	CCNK	0.181	0.001
mmu-miR-181d-5p	ENSG00000090316	MAEA	0.134	0.134
mmu-miR-181d-5p	ENSG00000091009	RBM27	0.05	0.03
mmu-miR-181d-5p	ENSG00000091039	OSBPL8	0.183	0.011
mmu-miR-181d-5p	ENSG00000091181	IL5RA	0.135	0
mmu-miR-181d-5p	ENSG00000091409	ITGA6	0.061	0.061
mmu-miR-181d-5p	ENSG00000091656	ZFHX4	0.037	0.035
mmu-miR-181d-5p	ENSG00000091831	ESR1	0.179	0.179
mmu-miR-181d-5p	ENSG00000092377	TBL1Y	0.148	0.148
mmu-miR-181d-5p	ENSG00000092964	DPYSL2	0.159	0.159
mmu-miR-181d-5p	ENSG00000094916	CBX5	0.125	0.024
mmu-miR-181d-5p	ENSG00000095015	MAP3K1	0.02	0.02
mmu-miR-181d-5p	ENSG00000095539	SEMA4G	0.187	0
mmu-miR-181d-5p	ENSG00000096717	SIRT1	0.242	0.242
mmu-miR-181d-5p	ENSG00000099715	PCDH11Y	0.044	0.044
mmu-miR-181d-5p	ENSG00000099822	HCN2	0.123	0.123
mmu-miR-181d-5p	ENSG00000099875	MKNK2	0.02	0.02
mmu-miR-181d-5p	ENSG00000099954	CECR2	0.042	0.035
mmu-miR-181d-5p	ENSG00000100014	SPECC1L	0.267	0.267
mmu-miR-181d-5p	ENSG00000100030	MAPK1	0.153	0.001
mmu-miR-181d-5p	ENSG00000100060	MFNG	0.083	0.083
mmu-miR-181d-5p	ENSG00000100167	SEPTIN3	0.092	0.092
mmu-miR-181d-5p	ENSG00000100234	TIMP3	0.157	0.016
mmu-miR-181d-5p	ENSG00000100307	CBX7	0.203	0.203
mmu-miR-181d-5p	ENSG00000100354	TNRC6B	0.02	0.015
mmu-miR-181d-5p	ENSG00000100376	FAM118A	0.051	0.002
mmu-miR-181d-5p	ENSG00000100425	BRD1	0.268	0.268
mmu-miR-181d-5p	ENSG00000100433	KCNK10	0.02	0.02
mmu-miR-181d-5p	ENSG00000100532	CGRRF1	0.187	0.133
mmu-miR-181d-5p	ENSG00000100580	TMED8	0.02	0.017
mmu-miR-181d-5p	ENSG00000100605	ITPK1	0.057	0.057
mmu-miR-181d-5p	ENSG00000100625	SIX4	0.13	0.088
mmu-miR-181d-5p	ENSG00000100626	GALNT16	0.063	0.063
mmu-miR-181d-5p	ENSG00000100632	ERH	0.269	0.269
mmu-miR-181d-5p	ENSG00000100744	GSKIP	0.397	0.397
mmu-miR-181d-5p	ENSG00000100811	YY1	0.17	0.14
mmu-miR-181d-5p	ENSG00000100987	VSX1	0.287	0.287
mmu-miR-181d-5p	ENSG00000101115	SALL4	0.12	0.116
mmu-miR-181d-5p	ENSG00000101265	RASSF2	0.092	0.09
mmu-miR-181d-5p	ENSG00000101290	CDS2	0.067	0.002
mmu-miR-181d-5p	ENSG00000101337	TM9SF4	0.155	0.145
mmu-miR-181d-5p	ENSG00000101349	PAK5	0.108	0.108
mmu-miR-181d-5p	ENSG00000101350	KIF3B	0.03	0.03
mmu-miR-181d-5p	ENSG00000101665	SMAD7	0.097	0.092
mmu-miR-181d-5p	ENSG00000101695	RNF125	0.185	0.185
mmu-miR-181d-5p	ENSG00000101746	NOL4	0.086	0.086
mmu-miR-181d-5p	ENSG00000101849	TBL1X	0.044	0.044
mmu-miR-181d-5p	ENSG00000101882	NKAP	0.13	0.069
mmu-miR-181d-5p	ENSG00000101928	MOSPD1	0.23	0.186
mmu-miR-181d-5p	ENSG00000101966	XIAP	0.197	0.197
mmu-miR-181d-5p	ENSG00000102054	RBBP7	0.476	0.471
mmu-miR-181d-5p	ENSG00000102081	FMR1	0.062	0.062
mmu-miR-181d-5p	ENSG00000102098	SCML2	0.206	0.045
mmu-miR-181d-5p	ENSG00000102317	RBM3	0.199	0.037
mmu-miR-181d-5p	ENSG00000102531	FNDC3A	0.069	0.034
mmu-miR-181d-5p	ENSG00000102755	FLT1	0.168	0.114
mmu-miR-181d-5p	ENSG00000102897	LYRM1	0.494	0.494
mmu-miR-181d-5p	ENSG00000102908	NFAT5	0.03	0.012
mmu-miR-181d-5p	ENSG00000103018	CYB5B	0.201	0
mmu-miR-181d-5p	ENSG00000103034	NDRG4	0.079	0.075
mmu-miR-181d-5p	ENSG00000103404	USP31	0.02	0.001
mmu-miR-181d-5p	ENSG00000103489	XYLT1	0.03	0.03
mmu-miR-181d-5p	ENSG00000103546	SLC6A2	0.02	0.02
mmu-miR-181d-5p	ENSG00000103671	TRIP4	0.02	0
mmu-miR-181d-5p	ENSG00000103769	RAB11A	0.229	0.014
mmu-miR-181d-5p	ENSG00000104093	DMXL2	0.171	0.171
mmu-miR-181d-5p	ENSG00000104490	NCALD	0.201	0.201
mmu-miR-181d-5p	ENSG00000104643	MTMR9	0.02	0.014
mmu-miR-181d-5p	ENSG00000105085	MED26	0.224	0.224
mmu-miR-181d-5p	ENSG00000105722	ERF	0.121	0.116
mmu-miR-181d-5p	ENSG00000105855	ITGB8	0.107	0.107
mmu-miR-181d-5p	ENSG00000105887	MTPN	0.201	0.201
mmu-miR-181d-5p	ENSG00000105991	HOXA1	0.39	0.39
mmu-miR-181d-5p	ENSG00000106038	EVX1	0.238	0.052
mmu-miR-181d-5p	ENSG00000106070	GRB10	0.168	0.136
mmu-miR-181d-5p	ENSG00000106244	PDAP1	0.291	0.291
mmu-miR-181d-5p	ENSG00000106299	WASL	0.129	0.125
mmu-miR-181d-5p	ENSG00000106346	USP42	0.269	0.269
mmu-miR-181d-5p	ENSG00000106366	SERPINE1	0.127	0.02
mmu-miR-181d-5p	ENSG00000106392	C1GALT1	0.136	0.031
mmu-miR-181d-5p	ENSG00000106415	GLCCI1	0.115	0.115
mmu-miR-181d-5p	ENSG00000106460	TMEM106B	0.158	0.004
mmu-miR-181d-5p	ENSG00000106780	MEGF9	0.03	0.03
mmu-miR-181d-5p	ENSG00000106799	TGFBR1	0.161	0.156
mmu-miR-181d-5p	ENSG00000107104	KANK1	0.229	0.229
mmu-miR-181d-5p	ENSG00000107105	ELAVL2	0.145	0.133
mmu-miR-181d-5p	ENSG00000107249	GLIS3	0.092	0.017
mmu-miR-181d-5p	ENSG00000107282	APBA1	0.059	0.059
mmu-miR-181d-5p	ENSG00000107372	ZFAND5	0.238	0.149
mmu-miR-181d-5p	ENSG00000107443	CCNJ	0.2	0.2
mmu-miR-181d-5p	ENSG00000107560	RAB11FIP2	0.03	0.029
mmu-miR-181d-5p	ENSG00000108061	SHOC2	0.104	0.002
mmu-miR-181d-5p	ENSG00000108091	CCDC6	0.145	0.007
mmu-miR-181d-5p	ENSG00000108256	NUFIP2	0.064	0.011
mmu-miR-181d-5p	ENSG00000108423	TUBD1	0.118	0.001
mmu-miR-181d-5p	ENSG00000108424	KPNB1	0.03	0.03
mmu-miR-181d-5p	ENSG00000108443	RPS6KB1	0.208	0.168
mmu-miR-181d-5p	ENSG00000108509	CAMTA2	0.083	0.083
mmu-miR-181d-5p	ENSG00000108582	CPD	0.119	0.116
mmu-miR-181d-5p	ENSG00000108639	SYNGR2	0.286	0.014
mmu-miR-181d-5p	ENSG00000108924	HLF	0.301	0.301
mmu-miR-181d-5p	ENSG00000109079	TNFAIP1	0.266	0.251
mmu-miR-181d-5p	ENSG00000109132	PHOX2B	0.189	0.189
mmu-miR-181d-5p	ENSG00000109332	UBE2D3	0.149	0
mmu-miR-181d-5p	ENSG00000109466	KLHL2	0.205	0.195
mmu-miR-181d-5p	ENSG00000109654	TRIM2	0.081	0.081
mmu-miR-181d-5p	ENSG00000109689	STIM2	0.119	0.119
mmu-miR-181d-5p	ENSG00000109705	NKX3-2	0.117	0.081
mmu-miR-181d-5p	ENSG00000109756	RAPGEF2	0.09	0.09
mmu-miR-181d-5p	ENSG00000109787	KLF3	0.197	0.064
mmu-miR-181d-5p	ENSG00000109790	KLHL5	0.15	0.006
mmu-miR-181d-5p	ENSG00000109911	ELP4	0.144	0.114
mmu-miR-181d-5p	ENSG00000110171	TRIM3	0.047	0.047
mmu-miR-181d-5p	ENSG00000110422	HIPK3	0.051	0.05
mmu-miR-181d-5p	ENSG00000110427	KIAA1549L	0.03	0.03
mmu-miR-181d-5p	ENSG00000110693	SOX6	0.039	0.014
mmu-miR-181d-5p	ENSG00000110848	CD69	0.179	0.179
mmu-miR-181d-5p	ENSG00000110851	PRDM4	0.31	0.223
mmu-miR-181d-5p	ENSG00000110881	ASIC1	0.136	0.133
mmu-miR-181d-5p	ENSG00000111596	CNOT2	0.126	0.03
mmu-miR-181d-5p	ENSG00000111605	CPSF6	0.059	0.004
mmu-miR-181d-5p	ENSG00000111731	C2CD5	0.177	0.177
mmu-miR-181d-5p	ENSG00000111780	ENSG00000111780	0.165	0.093
mmu-miR-181d-5p	ENSG00000112182	BACH2	0.076	0.076
mmu-miR-181d-5p	ENSG00000112246	SIM1	0.088	0.085
mmu-miR-181d-5p	ENSG00000112305	SMAP1	0.211	0.211
mmu-miR-181d-5p	ENSG00000112308	C6orf62	0.216	0.109
mmu-miR-181d-5p	ENSG00000112379	ARFGEF3	0.03	0.021
mmu-miR-181d-5p	ENSG00000112406	HECA	0.163	0.163
mmu-miR-181d-5p	ENSG00000112419	PHACTR2	0.045	0.045
mmu-miR-181d-5p	ENSG00000112531	QKI	0.112	0.103
mmu-miR-181d-5p	ENSG00000112697	TMEM30A	0.137	0.049
mmu-miR-181d-5p	ENSG00000112837	TBX18	0.1	0.062
